class name;;Method name;;number of detected pattern;;method Declaration;;parameter;;number of occurrences;;occurrenceType;;unitOnwhichOccurrenceIsDetected;;commentFragment
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.awt.Component: int createHierarchyEvents(int,java.awt.Component,java.awt.Container,long,boolean)>(1400, r1, r0, 1L, $z4);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.Container;;remove;;1;;public void remove(java.awt.Component);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r5 = r1.<java.awt.Component: java.awt.Container parent>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.awt.Container;;update;;1;;public void update(java.awt.Graphics);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.awt.Graphics: void clearRect(int,int,int,int)>(0, 0, $i0, $i1);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.Container;;eventEnabled;;1;;boolean eventEnabled(java.awt.AWTEvent);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i0 = virtualinvoke r1.<java.awt.AWTEvent: int getID()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.Container;;processContainerEvent;;1;;protected void processContainerEvent(java.awt.event.ContainerEvent);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i0 = virtualinvoke r1.<java.awt.event.ContainerEvent: int getID()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.Container;;dispatchEventImpl;;1;;void dispatchEventImpl(java.awt.AWTEvent);;;;;;;;;;
*;; * ;; * ;;*;;r1;;2;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.awt.AWTEvent: void consume()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i0 = virtualinvoke r1.<java.awt.AWTEvent: int getID()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.Container;;deliverEvent;;1;;public void deliverEvent(java.awt.Event);;;;;;;;;;
*;; * ;; * ;;*;;r1;;3;;;;;;
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i0 = r1.<java.awt.Event: int x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i1 = r1.<java.awt.Event: int y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.awt.Event: void translate(int,int)>($i3, $i5);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.Container;;getComponentAt;;1;;public java.awt.Component getComponentAt(java.awt.Point);;;;;;;;;;
*;; * ;; * ;;*;;r1;;2;;;;;;
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i0 = r1.<java.awt.Point: int x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i1 = r1.<java.awt.Point: int y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.awt.Container;;findComponentAt;;1;;public java.awt.Component findComponentAt(java.awt.Point);;;;;;;;;;
*;; * ;; * ;;*;;r1;;2;;;;;;
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i0 = r1.<java.awt.Point: int x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i1 = r1.<java.awt.Point: int y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.awt.Container;;getAccessibleAt;;1;;javax.accessibility.Accessible getAccessibleAt(java.awt.Point);;;;;;;;;;
*;; * ;; * ;;*;;r1;;6;;;;;;
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i2 = r1.<java.awt.Point: int x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i5 = r1.<java.awt.Point: int y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i8 = r1.<java.awt.Point: int x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i9 = r1.<java.awt.Point: int y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i12 = r1.<java.awt.Point: int x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i15 = r1.<java.awt.Point: int y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.awt.Container;;increaseComponentCount;;1;;final void increaseComponentCount(java.awt.Component);;;;;;;;;;
*;; * ;; * ;;*;;r1;;4;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z0 = virtualinvoke r1.<java.awt.Component: boolean isDisplayable()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;i1 = $r7.<java.awt.Container: int numOfLWComponents>;;pattern detected param  r1 must not be null it define a local $r7which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;i0 = $r8.<java.awt.Container: int numOfHWComponents>;;pattern detected param  r1 must not be null it define a local $r8which used in  FieldRef 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z2 = virtualinvoke r1.<java.awt.Component: boolean isLightweight()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.Container;;decreaseComponentCount;;1;;final void decreaseComponentCount(java.awt.Component);;;;;;;;;;
*;; * ;; * ;;*;;r1;;4;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z0 = virtualinvoke r1.<java.awt.Component: boolean isDisplayable()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;i1 = $r7.<java.awt.Container: int numOfLWComponents>;;pattern detected param  r1 must not be null it define a local $r7which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;i0 = $r8.<java.awt.Container: int numOfHWComponents>;;pattern detected param  r1 must not be null it define a local $r8which used in  FieldRef 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z2 = virtualinvoke r1.<java.awt.Component: boolean isLightweight()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.Container;;recursiveSubtractAndApplyShape;;1;;final void recursiveSubtractAndApplyShape(sun.java2d.pipe.Region, int, int);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z1 = virtualinvoke r1.<sun.java2d.pipe.Region: boolean isEmpty()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.geom.Point2D;;setLocation;;1;;public void setLocation(java.awt.geom.Point2D);;;;;;;;;;
*;; * ;; * ;;*;;r1;;2;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$d0 = virtualinvoke r1.<java.awt.geom.Point2D: double getX()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$d1 = virtualinvoke r1.<java.awt.geom.Point2D: double getY()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.geom.Point2D;;distanceSq;;1;;public double distanceSq(java.awt.geom.Point2D);;;;;;;;;;
*;; * ;; * ;;*;;r1;;2;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$d2 = virtualinvoke r1.<java.awt.geom.Point2D: double getX()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$d4 = virtualinvoke r1.<java.awt.geom.Point2D: double getY()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.geom.Point2D;;distance;;1;;public double distance(java.awt.geom.Point2D);;;;;;;;;;
*;; * ;; * ;;*;;r1;;2;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$d2 = virtualinvoke r1.<java.awt.geom.Point2D: double getX()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$d4 = virtualinvoke r1.<java.awt.geom.Point2D: double getY()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.geom.Point2D;;equals;;1;;public boolean equals(java.lang.Object);;;;;;;;;;
*;; * ;; * ;;*;;r1;;2;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;$d1 = virtualinvoke r2.<java.awt.geom.Point2D: double getX()>();;pattern detected param  r1 must not be null it define a local r2which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;$d3 = virtualinvoke r2.<java.awt.geom.Point2D: double getY()>();;pattern detected param  r1 must not be null it define a local r2which used in  InvokeExpr 
java.awt.Font;;<init>;;1;;protected void <init>(java.awt.Font);;;;;;;;;;
*;; * ;; * ;;*;;r1;;8;;;;;;
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r2 = r1.<java.awt.Font: sun.font.AttributeValues values>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r3 = specialinvoke r1.<java.awt.Font: sun.font.AttributeValues getAttributeValues()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r5 = r1.<java.awt.Font: java.lang.String name>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i0 = r1.<java.awt.Font: int style>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i1 = r1.<java.awt.Font: int size>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$f0 = r1.<java.awt.Font: float pointSize>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r6 = r1.<java.awt.Font: sun.font.Font2DHandle font2DHandle>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$z0 = r1.<java.awt.Font: boolean createdFont>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.awt.Font;;getFont;;1;;public static java.awt.Font getFont(java.util.Map);;;;;;;;;;
*;; * ;; * ;;*;;r0;;4;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;$r5 = virtualinvoke $r4.<sun.font.AttributeMap: sun.font.AttributeValues getValues()>();;pattern detected param  r0 must not be null it define a local $r4which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;r1 = virtualinvoke $r6.<sun.font.AttributeMap: sun.font.AttributeValues getValues()>();;pattern detected param  r0 must not be null it define a local $r6which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r15 = interfaceinvoke r0.<java.util.Map: java.lang.Object get(java.lang.Object)>($r14);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i3 = interfaceinvoke r0.<java.util.Map: int size()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
java.awt.Font;;createFont;;1;;public static java.awt.Font createFont(int, java.io.InputStream) throws java.awt.FontFormatException, java.io.IOException;;;;;;;;;;
*;; * ;; * ;;*;;r0;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i2 = virtualinvoke r0.<java.io.InputStream: int read(byte[])>(r4);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
java.awt.Font;;createFont;;1;;public static java.awt.Font createFont(int, java.io.File) throws java.awt.FontFormatException, java.io.IOException;;;;;;;;;;
*;; * ;; * ;;*;;r0;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r4 = virtualinvoke r0.<java.io.File: java.lang.String getPath()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
java.awt.Font;;getFamily;;1;;public java.lang.String getFamily(java.util.Locale);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r2;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
java.awt.Font;;getFontName;;1;;public java.lang.String getFontName(java.util.Locale);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r2;;pattern detected param  r1 must not be null  otherwise an exception is thrown 
java.awt.Font;;decode;;1;;public static java.awt.Font decode(java.lang.String);;;;;;;;;;
*;; * ;; * ;;*;;r0;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$c13 = virtualinvoke r0.<java.lang.String: char charAt(int)>($i12);;pattern detected param  r0 must not be null  because used in  InvokeExpr 
java.awt.Font;;canDisplayUpTo;;1;;public int canDisplayUpTo(java.lang.String);;;;;;;;;;
*;; * ;; * ;;*;;r1;;3;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i0 = virtualinvoke r1.<java.lang.String: int length()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;c2 = virtualinvoke r1.<java.lang.String: char charAt(int)>(i1);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i3 = virtualinvoke r1.<java.lang.String: int codePointAt(int)>(i1);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.Font;;canDisplayUpTo;;1;;public int canDisplayUpTo(char[], int, int);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;ArrayRef for param;;c3 = r1[i2];;pattern detected param  r1 must not be null  because used in  ArrayRef 
java.awt.Font;;canDisplayUpTo;;1;;public int canDisplayUpTo(java.text.CharacterIterator, int, int);;;;;;;;;;
*;; * ;; * ;;*;;r1;;3;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;c2 = interfaceinvoke r1.<java.text.CharacterIterator: char setIndex(int)>(i0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;c4 = interfaceinvoke r1.<java.text.CharacterIterator: char next()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;c2 = interfaceinvoke r1.<java.text.CharacterIterator: char next()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.Font;;getLineMetrics;;1;;public java.awt.font.LineMetrics getLineMetrics(java.lang.String, java.awt.font.FontRenderContext);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i0 = virtualinvoke r1.<java.lang.String: int length()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.Font;;getStringBounds;;1;;public java.awt.geom.Rectangle2D getStringBounds(java.lang.String, java.awt.font.FontRenderContext);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r3 = virtualinvoke r1.<java.lang.String: char[] toCharArray()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.Font;;getStringBounds;;1;;public java.awt.geom.Rectangle2D getStringBounds(java.lang.String, int, int, java.awt.font.FontRenderContext);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r3 = virtualinvoke r1.<java.lang.String: java.lang.String substring(int,int)>(i0, i1);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.Font;;getStringBounds;;1;;public java.awt.geom.Rectangle2D getStringBounds(java.text.CharacterIterator, int, int, java.awt.font.FontRenderContext);;;;;;;;;;
*;; * ;; * ;;*;;r1;;5;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i2 = interfaceinvoke r1.<java.text.CharacterIterator: int getBeginIndex()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i3 = interfaceinvoke r1.<java.text.CharacterIterator: int getEndIndex()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<java.text.CharacterIterator: char setIndex(int)>(i0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$c9 = interfaceinvoke r1.<java.text.CharacterIterator: char current()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<java.text.CharacterIterator: char next()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.Color;;<init>;;2;;public void <init>(java.awt.color.ColorSpace, float[], float);;;;;;;;;;
*;; * ;; * ;;*;;r1;;2;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i0 = virtualinvoke r1.<java.awt.color.ColorSpace: int getNumComponents()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r20 = virtualinvoke r1.<java.awt.color.ColorSpace: float[] toRGB(float[])>($r19);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;*;;r2;;3;;;;;;
*;;*;;*;;*;;*;;*;;ArrayRef for param;;$f1 = r2[i1];;pattern detected param  r2 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;*;;ArrayRef for param;;$f2 = r2[i1];;pattern detected param  r2 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;*;;ArrayRef for param;;$f3 = r2[i1];;pattern detected param  r2 must not be null  because used in  ArrayRef 
java.awt.Color;;equals;;1;;public boolean equals(java.lang.Object);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;$i0 = virtualinvoke $r2.<java.awt.Color: int getRGB()>();;pattern detected param  r1 must not be null it define a local $r2which used in  InvokeExpr 
java.awt.Color;;getComponents;;1;;public float[] getComponents(java.awt.color.ColorSpace, float[]);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r5 = virtualinvoke r1.<java.awt.color.ColorSpace: float[] fromCIEXYZ(float[])>(r4);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.Color;;getColorComponents;;1;;public float[] getColorComponents(java.awt.color.ColorSpace, float[]);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r5 = virtualinvoke r1.<java.awt.color.ColorSpace: float[] fromCIEXYZ(float[])>(r4);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.dnd.DropTarget;;dragEnter;;1;;public synchronized void dragEnter(java.awt.dnd.DropTargetDragEvent);;;;;;;;;;
*;; * ;; * ;;*;;r1;;2;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r4 = virtualinvoke r1.<java.awt.dnd.DropTargetDragEvent: java.awt.dnd.DropTargetContext getDropTargetContext()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r5 = virtualinvoke r1.<java.awt.dnd.DropTargetDragEvent: java.awt.Point getLocation()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.dnd.DropTarget;;dragOver;;1;;public synchronized void dragOver(java.awt.dnd.DropTargetDragEvent);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r4 = virtualinvoke r1.<java.awt.dnd.DropTargetDragEvent: java.awt.Point getLocation()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.dnd.DropTarget;;dropActionChanged;;1;;public synchronized void dropActionChanged(java.awt.dnd.DropTargetDragEvent);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r4 = virtualinvoke r1.<java.awt.dnd.DropTargetDragEvent: java.awt.Point getLocation()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.dnd.DropTarget;;drop;;1;;public synchronized void drop(java.awt.dnd.DropTargetDropEvent);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.awt.dnd.DropTargetDropEvent: void rejectDrop()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.awt.dnd.DropTarget;;addNotify;;1;;public void addNotify(java.awt.peer.ComponentPeer);;;;;;;;;;
*;; * ;; * ;;*;;r1;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;interfaceinvoke $r4.<java.awt.dnd.peer.DropTargetPeer: void addDropTarget(java.awt.dnd.DropTarget)>(r0);;pattern detected param  r1 must not be null it define a local $r4which used in  InvokeExpr 
java.awt.Dimension;;<init>;;1;;public void <init>(java.awt.Dimension);;;;;;;;;;
*;; * ;; * ;;*;;r1;;2;;;;;;
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i0 = r1.<java.awt.Dimension: int width>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i1 = r1.<java.awt.Dimension: int height>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.awt.Dimension;;setSize;;1;;public void setSize(java.awt.Dimension);;;;;;;;;;
*;; * ;; * ;;*;;r1;;2;;;;;;
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i0 = r1.<java.awt.Dimension: int width>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i1 = r1.<java.awt.Dimension: int height>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.awt.Dimension;;equals;;1;;public boolean equals(java.lang.Object);;;;;;;;;;
*;; * ;; * ;;*;;r1;;2;;;;;;
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$i1 = r2.<java.awt.Dimension: int width>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$i3 = r2.<java.awt.Dimension: int height>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
java.awt.ComponentOrientation;;getOrientation;;1;;public static java.awt.ComponentOrientation getOrientation(java.util.Locale);;;;;;;;;;
*;; * ;; * ;;*;;r0;;1;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r1 = virtualinvoke r0.<java.util.Locale: java.lang.String getLanguage()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
java.awt.ComponentOrientation;;getOrientation;;1;;public static java.awt.ComponentOrientation getOrientation(java.util.ResourceBundle);;;;;;;;;;
*;; * ;; * ;;*;;r0;;2;;;;;;
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;"$r3 = virtualinvoke r0.<java.util.ResourceBundle: java.lang.Object getObject(java.lang.String)>(""Orientation"")";;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r5 = virtualinvoke r0.<java.util.ResourceBundle: java.util.Locale getLocale()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
java.awt.Rectangle;;<init>;;1;;public void <init>(java.awt.Rectangle);;;;;;;;;;
*;; * ;; * ;;*;;r1;;4;;;;;;
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i0 = r1.<java.awt.Rectangle: int x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i1 = r1.<java.awt.Rectangle: int y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i2 = r1.<java.awt.Rectangle: int width>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i3 = r1.<java.awt.Rectangle: int height>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.awt.Rectangle;;<init>;;2;;public void <init>(java.awt.Point, java.awt.Dimension);;;;;;;;;;
*;; * ;; * ;;*;;r1;;2;;;;;;
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i0 = r1.<java.awt.Point: int x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i1 = r1.<java.awt.Point: int y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;; * ;; * ;;*;;r2;;2;;;;;;
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i2 = r2.<java.awt.Dimension: int width>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i3 = r2.<java.awt.Dimension: int height>;;pattern detected param  r2 must not be null  because used in  FieldRef 
java.awt.Rectangle;;<init>;;1;;public void <init>(java.awt.Point);;;;;;;;;;
*;; * ;; * ;;*;;r1;;2;;;;;;
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i0 = r1.<java.awt.Point: int x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i1 = r1.<java.awt.Point: int y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.awt.Rectangle;;<init>;;1;;public void <init>(java.awt.Dimension);;;;;;;;;;
*;; * ;; * ;;*;;r1;;2;;;;;;
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i0 = r1.<java.awt.Dimension: int width>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i1 = r1.<java.awt.Dimension: int height>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.awt.Rectangle;;setBounds;;1;;public void setBounds(java.awt.Rectangle);;;;;;;;;;
*;; * ;; * ;;*;;r1;;4;;;;;;
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i0 = r1.<java.awt.Rectangle: int x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i1 = r1.<java.awt.Rectangle: int y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i2 = r1.<java.awt.Rectangle: int width>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i3 = r1.<java.awt.Rectangle: int height>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.awt.Rectangle;;setLocation;;1;;public void setLocation(java.awt.Point);;;;;;;;;;
*;; * ;; * ;;*;;r1;;2;;;;;;
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i0 = r1.<java.awt.Point: int x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$i1 = r1.<java.awt.Point: int y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.awt.Rectangle;;setSize;;1;;public void setSize(java.awt.Dimension);;;;;;;;;;
*;; * ;; * ;;*;;r1;;2;;;;;;
