class name;;Method name;;number of detected pattern
java.awt.image.AffineTransformOp;;getBounds2D;;1
java.awt.image.AffineTransformOp;;createCompatibleDestImage;;1
java.awt.image.AffineTransformOp;;createCompatibleDestRaster;;1
java.awt.image.AffineTransformOp;;validateTransform;;1
java.awt.image.ColorConvertOp;;<init>;;1
java.awt.image.ColorConvertOp;;<init>;;1
java.awt.image.ColorConvertOp;;filter;;1
java.awt.image.ColorConvertOp;;filter;;2
java.awt.image.ColorConvertOp;;getBounds2D;;1
java.awt.image.ColorConvertOp;;getBounds2D;;1
java.awt.image.ColorConvertOp;;createCompatibleDestRaster;;1
java.awt.image.ColorConvertOp;;getPoint2D;;1
java.awt.image.BandCombineOp;;<init>;;1
java.awt.image.BandCombineOp;;filter;;2
java.awt.image.BandCombineOp;;getBounds2D;;1
java.awt.image.BandCombineOp;;createCompatibleDestRaster;;1
java.awt.image.BandCombineOp;;getPoint2D;;1
java.awt.image.BandedSampleModel;;createSubsetSampleModel;;1
java.awt.image.BandedSampleModel;;getDataElements;;1
java.awt.image.BandedSampleModel;;getPixel;;1
java.awt.image.BandedSampleModel;;getPixels;;1
java.awt.image.BandedSampleModel;;getSample;;1
java.awt.image.BandedSampleModel;;getSampleFloat;;1
java.awt.image.BandedSampleModel;;getSampleDouble;;1
java.awt.image.BandedSampleModel;;getSamples;;1
java.awt.image.BandedSampleModel;;setDataElements;;1
java.awt.image.BandedSampleModel;;setPixel;;2
java.awt.image.BandedSampleModel;;setPixels;;2
java.awt.image.BandedSampleModel;;setSample;;1
java.awt.image.BandedSampleModel;;setSample;;1
java.awt.image.BandedSampleModel;;setSample;;1
java.awt.image.BandedSampleModel;;setSamples;;2
java.awt.image.DataBufferDouble;;<init>;;1
java.awt.image.DataBufferDouble;;<init>;;1
java.awt.image.DataBufferShort;;<init>;;1
java.awt.image.DataBufferShort;;<init>;;1
java.awt.image.DataBufferFloat;;<init>;;1
java.awt.image.DataBufferFloat;;<init>;;1
java.awt.image.ComponentColorModel;;getDataElement;;1
java.awt.image.ComponentColorModel;;getDataElements;;1
java.awt.image.ComponentColorModel;;getDataElements;;1
java.awt.image.ComponentColorModel;;coerceData;;1
java.awt.image.ComponentColorModel;;isCompatibleRaster;;1
java.awt.image.ComponentColorModel;;isCompatibleSampleModel;;1
java.awt.image.ComponentColorModel;;getAlphaRaster;;1
java.awt.image.ComponentColorModel;;equals;;1
java.awt.image.PixelInterleavedSampleModel;;<init>;;1
java.awt.image.PixelInterleavedSampleModel;;createSubsetSampleModel;;1
java.awt.image.BufferedImageFilter;;<init>;;1
java.awt.image.BufferedImageFilter;;setPixels;;2
java.awt.image.BufferedImageFilter;;setPixels;;2
java.awt.image.ByteLookupTable;;<init>;;1
java.awt.image.ByteLookupTable;;lookupPixel;;1
java.awt.image.ByteLookupTable;;lookupPixel;;1
java.awt.image.ConvolveOp;;filter;;2
java.awt.image.ConvolveOp;;filter;;1
java.awt.image.ConvolveOp;;createCompatibleDestImage;;2
java.awt.image.ConvolveOp;;createCompatibleDestRaster;;1
java.awt.image.ConvolveOp;;getBounds2D;;1
java.awt.image.ConvolveOp;;getBounds2D;;1
java.awt.image.ConvolveOp;;getPoint2D;;1
java.awt.image.CropImageFilter;;setProperties;;1
java.awt.image.MultiPixelPackedSampleModel;;getSample;;1
java.awt.image.MultiPixelPackedSampleModel;;setSample;;1
java.awt.image.MultiPixelPackedSampleModel;;getDataElements;;1
java.awt.image.MultiPixelPackedSampleModel;;getPixel;;1
java.awt.image.MultiPixelPackedSampleModel;;setDataElements;;1
java.awt.image.MultiPixelPackedSampleModel;;setPixel;;2
java.awt.image.LookupOp;;filter;;2
java.awt.image.LookupOp;;filter;;2
java.awt.image.LookupOp;;getBounds2D;;1
java.awt.image.LookupOp;;getBounds2D;;1
java.awt.image.LookupOp;;createCompatibleDestImage;;1
java.awt.image.LookupOp;;createCompatibleDestRaster;;1
java.awt.image.LookupOp;;getPoint2D;;1
java.awt.image.ShortLookupTable;;<init>;;1
java.awt.image.ShortLookupTable;;lookupPixel;;1
java.awt.image.ShortLookupTable;;lookupPixel;;1
java.awt.image.MemoryImageSource;;addConsumer;;1
java.awt.image.PixelGrabber;;<init>;;1
java.awt.image.PixelGrabber;;<init>;;1
java.awt.image.PixelGrabber;;setPixels;;2
java.awt.image.PixelGrabber;;setPixels;;2
java.awt.image.RescaleOp;;<init>;;2
java.awt.image.RescaleOp;;filter;;2
java.awt.image.RescaleOp;;filter;;2
java.awt.image.RescaleOp;;getBounds2D;;1
java.awt.image.RescaleOp;;getBounds2D;;1
java.awt.image.RescaleOp;;createCompatibleDestImage;;1
java.awt.image.RescaleOp;;createCompatibleDestRaster;;1
java.awt.image.RescaleOp;;getPoint2D;;1
java.awt.image.RGBImageFilter;;filterIndexColorModel;;1
java.awt.image.RGBImageFilter;;filterRGBPixels;;1
java.awt.image.RGBImageFilter;;setPixels;;2
java.awt.image.RGBImageFilter;;setPixels;;2
java.awt.image.renderable.RenderableImageOp;;<init>;;1
java.awt.image.renderable.RenderableImageOp;;setParameterBlock;;1
java.awt.print.Book;;setPage;;2
java.awt.print.PageFormat;;setPaper;;1
java.awt.print.PrinterJob;;printDialog;;1
java.awt.print.PrinterJob;;pageDialog;;1
