class name;;Method name;;number of detected pattern;;method Declaration;;parameter;;number of occurrences;;occurrenceType;;unitOnwhichOccurrenceIsDetected;;commentFragment
java.beans.Beans;;instantiate;;2;;public static java.lang.Object instantiate(java.lang.ClassLoader, java.lang.String, java.beans.beancontext.BeanContext, java.beans.AppletInitializer) throws java.io.IOException, java.lang.ClassNotFoundException
*;; * ;; * ;;*;;r3;;2
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r3.<java.beans.AppletInitializer: void initialize(java.applet.Applet,java.beans.beancontext.BeanContext)>(r39, r2);;pattern detected param  r3 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r3.<java.beans.AppletInitializer: void activate(java.applet.Applet)>(r39);;pattern detected param  r3 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;*;;r1;;3
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r17 = virtualinvoke r1.<java.lang.String: java.lang.String replace(char,char)>(46, 47);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r40 = virtualinvoke r1.<java.lang.String: java.lang.String replace(char,char)>(46, 47);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r41 = virtualinvoke r1.<java.lang.String: java.lang.String replace(char,char)>(46, 47);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.Beans;;isInstanceOf;;1;;public static boolean isInstanceOf(java.lang.Object, java.lang.Class)
*;; * ;; * ;;*;;r0;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r2 = virtualinvoke r0.<java.lang.Object: java.lang.Class getClass()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
java.beans.Introspector;;flushFromCaches;;1;;public static void flushFromCaches(java.lang.Class)
*;; * ;; * ;;*;;r0;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r3;;pattern detected param  r0 must not be null  ## otherwise an exception is thrown 
java.beans.Introspector;;instantiate;;1;;static java.lang.Object instantiate(java.lang.Class, java.lang.String) throws java.lang.InstantiationException, java.lang.IllegalAccessException, java.lang.ClassNotFoundException
*;; * ;; * ;;*;;r0;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r2 = virtualinvoke r0.<java.lang.Class: java.lang.ClassLoader getClassLoader()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
java.beans.IndexedPropertyDescriptor;;<init>;;2;;void <init>(java.beans.PropertyDescriptor, java.beans.PropertyDescriptor)
*;; * ;; * ;;*;;r1;;2
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;r4 = virtualinvoke r3.<java.beans.IndexedPropertyDescriptor: java.lang.reflect.Method getIndexedReadMethod()>();;pattern detected param  r1 must not be null it define a local r3which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;r5 = virtualinvoke r3.<java.beans.IndexedPropertyDescriptor: java.lang.reflect.Method getIndexedWriteMethod()>();;pattern detected param  r1 must not be null it define a local r3which used in  InvokeExpr 
*;; * ;; * ;;*;;r2;;2
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;r10 = virtualinvoke r9.<java.beans.IndexedPropertyDescriptor: java.lang.reflect.Method getIndexedReadMethod()>();;pattern detected param  r2 must not be null it define a local r9which used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;r13 = virtualinvoke r9.<java.beans.IndexedPropertyDescriptor: java.lang.reflect.Method getIndexedWriteMethod()>();;pattern detected param  r2 must not be null it define a local r9which used in  InvokeExpr 
java.beans.IndexedPropertyDescriptor;;<init>;;1;;void <init>(java.beans.IndexedPropertyDescriptor)
*;; * ;; * ;;*;;r1;;5
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r2 = r1.<java.beans.IndexedPropertyDescriptor: java.lang.ref.Reference indexedReadMethodRef>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r3 = r1.<java.beans.IndexedPropertyDescriptor: java.lang.ref.Reference indexedWriteMethodRef>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r4 = r1.<java.beans.IndexedPropertyDescriptor: java.lang.ref.Reference indexedPropertyTypeRef>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r5 = r1.<java.beans.IndexedPropertyDescriptor: java.lang.String indexedWriteMethodName>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;*;;FieldRef for param;;$r6 = r1.<java.beans.IndexedPropertyDescriptor: java.lang.String indexedReadMethodName>;;pattern detected param  r1 must not be null  because used in  FieldRef 
java.beans.ChangeListenerMap;;remove;;1;;public final synchronized void remove(java.lang.String, java.util.EventListener)
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z0 = virtualinvoke r2.<java.lang.Object: boolean equals(java.lang.Object)>($r8);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
java.beans.DefaultPersistenceDelegate;;mutatesTo;;1;;protected boolean mutatesTo(java.lang.Object, java.lang.Object)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z1 = virtualinvoke r1.<java.lang.Object: boolean equals(java.lang.Object)>(r2);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.DefaultPersistenceDelegate;;instantiate;;2;;protected java.beans.Expression instantiate(java.lang.Object, java.beans.Encoder)
*;; * ;; * ;;*;;r1;;2
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r3 = virtualinvoke r1.<java.lang.Object: java.lang.Class getClass()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r15 = virtualinvoke r1.<java.lang.Object: java.lang.Class getClass()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r13 = virtualinvoke r2.<java.beans.Encoder: java.beans.ExceptionListener getExceptionListener()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
java.beans.DefaultPersistenceDelegate;;invokeStatement;;1;;static void invokeStatement(java.lang.Object, java.lang.String, java.lang.Object[], java.beans.Encoder)
*;; * ;; * ;;*;;r3;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r3.<java.beans.Encoder: void writeStatement(java.beans.Statement)>($r4);;pattern detected param  r3 must not be null  because used in  InvokeExpr 
java.beans.DefaultPersistenceDelegate;;initialize;;1;;protected void initialize(java.lang.Class, java.lang.Object, java.lang.Object, java.beans.Encoder)
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r5 = virtualinvoke r2.<java.lang.Object: java.lang.Class getClass()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
java.beans.PersistenceDelegate;;writeObject;;2;;public void writeObject(java.lang.Object, java.beans.Encoder)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r6 = virtualinvoke r1.<java.lang.Object: java.lang.Class getClass()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;*;;r2;;3
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r3 = virtualinvoke r2.<java.beans.Encoder: java.lang.Object get(java.lang.Object)>(r1);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r2.<java.beans.Encoder: java.lang.Object remove(java.lang.Object)>(r1);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r2.<java.beans.Encoder: void writeExpression(java.beans.Expression)>($r5);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
java.beans.PersistenceDelegate;;initialize;;2;;protected void initialize(java.lang.Class, java.lang.Object, java.lang.Object, java.beans.Encoder)
*;; * ;; * ;;*;;r4;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r6 = virtualinvoke r4.<java.beans.Encoder: java.beans.PersistenceDelegate getPersistenceDelegate(java.lang.Class)>(r5);;pattern detected param  r4 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r5 = virtualinvoke r1.<java.lang.Class: java.lang.Class getSuperclass()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.Encoder;;getValue;;1;;java.lang.Object getValue(java.beans.Expression)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r9 = virtualinvoke r1.<java.beans.Expression: java.lang.String toString()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.Encoder;;writeStatement;;1;;public void writeStatement(java.beans.Statement)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r5 = virtualinvoke r1.<java.beans.Statement: java.lang.Object getTarget()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.VetoableChangeSupport;;<init>;;1;;public void <init>(java.lang.Object)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r3;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
java.beans.VetoableChangeSupport;;fireVetoableChange;;1;;public void fireVetoableChange(java.beans.PropertyChangeEvent) throws java.beans.PropertyVetoException
*;; * ;; * ;;*;;r1;;3
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r2 = virtualinvoke r1.<java.beans.PropertyChangeEvent: java.lang.Object getOldValue()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r3 = virtualinvoke r1.<java.beans.PropertyChangeEvent: java.lang.Object getNewValue()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r4 = virtualinvoke r1.<java.beans.PropertyChangeEvent: java.lang.String getPropertyName()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.MetaData;;getPrivateFieldValue;;1;;static java.lang.Object getPrivateFieldValue(java.lang.Object, java.lang.String)
*;; * ;; * ;;*;;r1;;3
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i0 = virtualinvoke r1.<java.lang.String: int lastIndexOf(int)>(46);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r4 = virtualinvoke r1.<java.lang.String: java.lang.String substring(int,int)>(0, i0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r5 = virtualinvoke r1.<java.lang.String: java.lang.String substring(int)>($i1);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.EventHandler;;<init>;;2;;public void <init>(java.lang.Object, java.lang.String, java.lang.String, java.lang.String)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r6;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r7;;pattern detected param  r2 must not be null  ## otherwise an exception is thrown 
java.beans.EventHandler;;create;;2;;public static java.lang.Object create(java.lang.Class, java.lang.Object, java.lang.String, java.lang.String, java.lang.String)
*;; * ;; * ;;*;;r0;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r7;;pattern detected param  r0 must not be null  ## otherwise an exception is thrown 
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r8 = virtualinvoke r1.<java.lang.Object: java.lang.Class getClass()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.NameGenerator;;unqualifiedClassName;;1;;public static java.lang.String unqualifiedClassName(java.lang.Class)
*;; * ;; * ;;*;;r0;;3
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$z0 = virtualinvoke r0.<java.lang.Class: boolean isArray()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r3 = virtualinvoke r0.<java.lang.Class: java.lang.Class getComponentType()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r1 = virtualinvoke r0.<java.lang.Class: java.lang.String getName()>();;pattern detected param  r0 must not be null  because used in  InvokeExpr 
java.beans.IndexedPropertyChangeEvent;;appendTo;;1;;void appendTo(java.lang.StringBuilder)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r2 = virtualinvoke r1.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("; index=");;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.ReflectionUtils;;getPrivateField;;1;;public static java.lang.Object getPrivateField(java.lang.Object, java.lang.Class, java.lang.String, java.beans.ExceptionListener)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r4 = virtualinvoke r1.<java.lang.Class: java.lang.reflect.Field getDeclaredField(java.lang.String)>(r2);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.PropertyEditorSupport;;<init>;;1;;public void <init>(java.lang.Object)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r2;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
java.beans.XMLEncoder;;<init>;;1;;public void <init>(java.io.OutputStream, java.lang.String, boolean, int)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r4;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
java.beans.XMLEncoder;;writeStatement;;1;;public void writeStatement(java.beans.Statement)
*;; * ;; * ;;*;;r1;;3
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r2 = virtualinvoke r1.<java.beans.Statement: java.lang.Object getTarget()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r3 = virtualinvoke r1.<java.beans.Statement: java.lang.String getMethodName()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r4 = virtualinvoke r1.<java.beans.Statement: java.lang.Object[] getArguments()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.beancontext.BeanContextMembershipEvent;;<init>;;1;;public void <init>(java.beans.beancontext.BeanContext, java.util.Collection)
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r3;;pattern detected param  r2 must not be null  ## otherwise an exception is thrown 
java.beans.beancontext.BeanContextMembershipEvent;;<init>;;1;;public void <init>(java.beans.beancontext.BeanContext, java.lang.Object[])
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r3;;pattern detected param  r2 must not be null  ## otherwise an exception is thrown 
java.beans.beancontext.BeanContextServicesSupport;;addBeanContextServicesListener;;1;;public void addBeanContextServicesListener(java.beans.beancontext.BeanContextServicesListener)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r4;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
java.beans.beancontext.BeanContextServicesSupport;;removeBeanContextServicesListener;;1;;public void removeBeanContextServicesListener(java.beans.beancontext.BeanContextServicesListener)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r4;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
java.beans.beancontext.BeanContextServicesSupport;;addService;;2;;protected boolean addService(java.lang.Class, java.beans.beancontext.BeanContextServiceProvider, boolean)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r10;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r11;;pattern detected param  r2 must not be null  ## otherwise an exception is thrown 
java.beans.beancontext.BeanContextServicesSupport;;revokeService;;2;;public void revokeService(java.lang.Class, java.beans.beancontext.BeanContextServiceProvider, boolean)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r7;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r8;;pattern detected param  r2 must not be null  ## otherwise an exception is thrown 
java.beans.beancontext.BeanContextServicesSupport;;hasService;;1;;public synchronized boolean hasService(java.lang.Class)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r5;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
java.beans.beancontext.BeanContextServicesSupport;;getService;;4;;public java.lang.Object getService(java.beans.beancontext.BeanContextChild, java.lang.Object, java.lang.Class, java.lang.Object, java.beans.beancontext.BeanContextServiceRevokedListener) throws java.util.TooManyListenersException
*;; * ;; * ;;*;;r3;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r14;;pattern detected param  r3 must not be null  ## otherwise an exception is thrown 
*;; * ;; * ;;*;;r5;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r16;;pattern detected param  r5 must not be null  ## otherwise an exception is thrown 
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r13;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r15;;pattern detected param  r2 must not be null  ## otherwise an exception is thrown 
java.beans.beancontext.BeanContextServicesSupport;;releaseService;;3;;public void releaseService(java.beans.beancontext.BeanContextChild, java.lang.Object, java.lang.Object)
*;; * ;; * ;;*;;r3;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r11;;pattern detected param  r3 must not be null  ## otherwise an exception is thrown 
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r9;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r10;;pattern detected param  r2 must not be null  ## otherwise an exception is thrown 
java.beans.beancontext.BeanContextServicesSupport;;serviceAvailable;;1;;public void serviceAvailable(java.beans.beancontext.BeanContextServiceAvailableEvent)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r9 = virtualinvoke r1.<java.beans.beancontext.BeanContextServiceAvailableEvent: java.lang.Class getServiceClass()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.beancontext.BeanContextServicesSupport;;serviceRevoked;;1;;public void serviceRevoked(java.beans.beancontext.BeanContextServiceRevokedEvent)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r9 = virtualinvoke r1.<java.beans.beancontext.BeanContextServiceRevokedEvent: java.lang.Class getServiceClass()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.beancontext.BeanContextServicesSupport;;childJustRemovedHook;;1;;protected void childJustRemovedHook(java.lang.Object, java.beans.beancontext.BeanContextSupport$BCSChild)
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r3.<java.beans.beancontext.BeanContextServicesSupport$BCSSChild: void cleanupReferences()>();;pattern detected param  r2 must not be null it define a local r3which used in  InvokeExpr 
java.beans.beancontext.BeanContextServicesSupport;;bcsPreSerializationHook;;1;;protected synchronized void bcsPreSerializationHook(java.io.ObjectOutputStream) throws java.io.IOException
*;; * ;; * ;;*;;r1;;3
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.io.ObjectOutputStream: void writeInt(int)>($i1);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.io.ObjectOutputStream: void writeObject(java.lang.Object)>($r12);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.io.ObjectOutputStream: void writeObject(java.lang.Object)>(r9);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.beancontext.BeanContextServicesSupport;;bcsPreDeserializationHook;;1;;protected synchronized void bcsPreDeserializationHook(java.io.ObjectInputStream) throws java.io.IOException, java.lang.ClassNotFoundException
*;; * ;; * ;;*;;r1;;3
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$i1 = virtualinvoke r1.<java.io.ObjectInputStream: int readInt()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r3 = virtualinvoke r1.<java.io.ObjectInputStream: java.lang.Object readObject()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r4 = virtualinvoke r1.<java.io.ObjectInputStream: java.lang.Object readObject()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.beancontext.BeanContextSupport;;add;;1;;public boolean add(java.lang.Object)
*;; * ;; * ;;*;;r1;;2
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r15;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
*;;*;;*;;*;;*;;*;;monitorStmt for local initialized from param;;exitmonitor r5;;pattern detected param  r1 must not be null it define a local r5which used in  monitorStmt 
java.beans.beancontext.BeanContextSupport;;remove;;1;;protected boolean remove(java.lang.Object, boolean)
*;; * ;; * ;;*;;r1;;2
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r14;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
*;;*;;*;;*;;*;;*;;monitorStmt for local initialized from param;;exitmonitor r6;;pattern detected param  r1 must not be null it define a local r6which used in  monitorStmt 
java.beans.beancontext.BeanContextSupport;;containsAll;;1;;public boolean containsAll(java.util.Collection)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r3 = interfaceinvoke r1.<java.util.Collection: java.util.Iterator iterator()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.beancontext.BeanContextSupport;;addBeanContextMembershipListener;;1;;public void addBeanContextMembershipListener(java.beans.beancontext.BeanContextMembershipListener)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r4;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
java.beans.beancontext.BeanContextSupport;;removeBeanContextMembershipListener;;1;;public void removeBeanContextMembershipListener(java.beans.beancontext.BeanContextMembershipListener)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r4;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
java.beans.beancontext.BeanContextSupport;;getResourceAsStream;;2;;public java.io.InputStream getResourceAsStream(java.lang.String, java.beans.beancontext.BeanContextChild)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r4;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r5;;pattern detected param  r2 must not be null  ## otherwise an exception is thrown 
java.beans.beancontext.BeanContextSupport;;getResource;;2;;public java.net.URL getResource(java.lang.String, java.beans.beancontext.BeanContextChild)
*;; * ;; * ;;*;;r1;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r4;;pattern detected param  r1 must not be null  ## otherwise an exception is thrown 
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;ThrowStmt for param;;throw $r5;;pattern detected param  r2 must not be null  ## otherwise an exception is thrown 
java.beans.beancontext.BeanContextSupport;;serialize;;2;;protected final void serialize(java.io.ObjectOutputStream, java.util.Collection) throws java.io.IOException
*;; * ;; * ;;*;;r1;;2
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.io.ObjectOutputStream: void writeInt(int)>(i0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.io.ObjectOutputStream: void writeObject(java.lang.Object)>(r4);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r3 = interfaceinvoke r2.<java.util.Collection: java.lang.Object[] toArray()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
java.beans.beancontext.BeanContextSupport;;deserialize;;2;;protected final void deserialize(java.io.ObjectInputStream, java.util.Collection) throws java.io.IOException, java.lang.ClassNotFoundException
*;; * ;; * ;;*;;r1;;2
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;i0 = virtualinvoke r1.<java.io.ObjectInputStream: int readInt()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r3 = virtualinvoke r1.<java.io.ObjectInputStream: java.lang.Object readObject()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;*;;r2;;1
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r2.<java.util.Collection: boolean add(java.lang.Object)>($r3);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
java.beans.beancontext.BeanContextSupport;;writeChildren;;1;;public final void writeChildren(java.io.ObjectOutputStream) throws java.io.IOException
*;; * ;; * ;;*;;r1;;2
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.io.ObjectOutputStream: void writeObject(java.lang.Object)>($r12);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.io.ObjectOutputStream: void writeObject(java.lang.Object)>($r13);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.beancontext.BeanContextSupport;;readChildren;;1;;public final void readChildren(java.io.ObjectInputStream) throws java.io.IOException, java.lang.ClassNotFoundException
*;; * ;; * ;;*;;r1;;2
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r6 = virtualinvoke r1.<java.io.ObjectInputStream: java.lang.Object readObject()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;$r7 = virtualinvoke r1.<java.io.ObjectInputStream: java.lang.Object readObject()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
java.beans.beancontext.BeanContextSupport;;vetoableChange;;1;;public void vetoableChange(java.beans.PropertyChangeEvent) throws java.beans.PropertyVetoException
*;; * ;; * ;;*;;r1;;3
*;;*;;*;;*;;*;;*;;InvokeExpr for param;;r2 = virtualinvoke r1.<java.beans.PropertyChangeEvent: java.lang.String getPropertyName()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
